label,x1,x2
0,1.94133680477,-2.81576217035
1,-1.83052231505,2.00835356335
1,1.72582049,2.33671430221
0,1.41681036999,-2.18557251932
0,-2.15457804925,-1.63341063894
1,2.17785716364,1.12227711263
1,1.90883523938,1.3447701682
1,-1.87369224821,1.77676124751
1,1.28604447744,3.35846113326
0,-1.79170216678,-0.508750204099
1,2.65552312842,3.58927836685
1,1.38362928995,-0.465230603389
0,0.77817895907,-1.68326959032
0,2.61083168562,-0.20410554028
0,1.32051074519,-0.477391191189
1,-1.44196661033,1.27993766847
1,1.0638547124,1.53910159248
1,3.57374112294,3.85569133156
1,-0.4624017254,2.90018776625
0,-3.73149783746,-0.707403405707
1,2.14581933961,3.10121544166
1,-1.59505751915,2.02692109631
0,0.228137783235,0.197508264431
0,-2.88998948474,0.313005650917
0,3.95978546487,0.957076251931
0,-1.54715895341,-2.84993249194
1,-2.00764021949,2.83948555978
0,-1.34172778204,-0.0116576325342
1,0.852994136252,3.49349843358
1,1.99593691597,1.71525699278
0,1.60551217288,-0.583593121005
1,-1.92714173701,2.24536311724
0,3.61818848898,0.707245528136
0,1.43818937663,-1.9628437648
0,4.61077707989,1.88273160822
1,4.06658998297,3.77526276014
1,1.27764783452,1.77389296728
0,-1.31882958152,-0.298327105031
1,-3.28253736097,2.94622373631
1,-3.54176112799,4.34300942492
1,1.61537808189,3.64153074785
0,2.89733358148,0.606608928423
1,3.54722934082,2.80958871223
0,2.66370446656,-2.02538148388
0,-0.238452062017,0.207674372258
1,2.88956139163,3.39203293784
1,4.12852185363,1.40235894525
1,2.28856863533,3.47687261789
1,-0.168942341473,3.61614645587
0,1.51954284601,-1.06714149507
1,0.862792366617,1.47383389704
1,-0.136116239113,2.27109089394
1,-0.858391215232,1.61777832369
1,-0.118159448711,-1.80037997589
0,3.41575935821,0.301302197326
0,1.53208767835,-2.45804119541
1,1.33007929674,2.77536078654
0,2.48345646712,-0.904689389519
1,-2.24254235672,3.81045027913
1,1.09511069043,5.69513832578
0,0.26314789029,-2.3841866642
1,-2.8709217348,3.05637334939
0,2.03339531232,-1.07863314625
1,2.82980376277,2.61540175119
1,-1.25477133572,1.97850459577
1,-1.52920111342,3.11255956747
0,2.16720313563,-0.741741993585
0,3.28543320577,0.02979366697
1,-1.05962917746,2.8245801613
0,-1.72853853829,-1.65869237174
1,2.01275233158,2.26223410541
0,-0.454225295521,2.30496210889
1,-1.60103087644,2.44422815391
1,0.149497186672,4.33077558507
1,3.30495614445,2.13345513402
1,-0.363092339212,1.92063015987
0,4.04994437215,1.88077259297
0,-1.40859575175,-0.659882808595
0,2.61308041297,-0.408309481611
1,-3.5670058198,0.820648685991
1,0.464851718371,2.58306746546
1,-1.44797781952,1.33828607115
0,-1.40822218803,-1.68398375863
0,5.03980157676,1.45016275747
1,4.60993726634,4.91951724769
0,2.08228425545,-1.57111462011
1,2.79415036447,0.632751731224
0,0.766505633958,-0.905844619492
1,3.56007014439,2.43451085527
1,-0.530927615391,2.98103014581
1,1.49789594727,1.99819926348
0,4.27786891344,-0.143073211093
1,-0.969599457906,2.36829719051
0,-1.53780704546,0.418300177096
1,2.52952384379,4.10815038955
0,3.5320039314,-0.261176577429
1,-0.364931490263,3.30944707238
1,3.39504473651,2.68811213332
1,0.158680133529,1.07996416815
0,3.84520453517,-1.23259680528
1,-1.61789002118,2.21938184544
0,-0.994273799016,-1.19447987595
1,2.36563191917,-1.97279286517
0,-0.719404903535,0.225113581238
0,4.55706964556,0.998365609305
0,0.817722978405,-2.28485229319
0,0.883786060554,0.804669761151
1,1.7759435112,3.79947088098
0,-1.79301054463,-0.567243302832
1,2.63022160377,6.38970483422
1,-0.525587416583,1.58285610838
1,-2.77881203334,3.1076011924
0,-1.15426500283,2.72875380227
1,3.67477775065,3.23722002841
0,-0.893765621584,-1.08526518573
0,0.16960245211,-1.47129617078
1,3.03535382625,3.55293707906
1,-1.7482503959,2.64005190658
1,-2.76246105833,2.57644399308
0,4.68300418951,1.52638578677
0,4.08882665636,-0.412254584754
0,2.65188205677,-1.99001213586
0,4.20294321616,-0.139508896049
0,1.41242690093,-0.935568222874
0,-2.47432875458,2.27918328735
0,-1.52148644028,-0.145712856946
0,-0.438457185803,-1.12934438824
1,1.52240542956,1.41959593317
1,2.58146044173,0.424946201891
1,1.75742910086,1.02139433842
1,2.83845301883,3.73251838954
0,-2.20423131778,0.00434312045722
0,1.43067074149,-4.69026037598
0,-0.491951413023,-0.455404998075
0,5.09871621795,1.64941328918
1,-1.76164490873,2.31154851729
0,1.99035244517,-0.592179750048
1,-2.25261565785,1.5369252486
0,2.32320476319,-1.40982041783
0,-0.239273613394,0.192568540626
0,-1.91481986612,0.243067491006
0,0.55872845383,-1.70731616049
0,2.55943152592,-0.908275541782
0,2.31145636617,-0.550796250365
1,0.337713351071,1.99574636032
1,2.84919055879,3.12772564028
0,0.904986920521,1.31262385509
1,3.19156110337,3.099954043
0,4.22454606731,-0.593664366333
1,0.589121469124,2.46487136731
1,-1.06395401182,2.80135254459
0,-0.787723980745,-3.32325671884
1,-4.23022422875,3.38447413241
0,-1.37677931288,2.31830861041
0,-0.420472619496,-1.8818049475
0,-0.719880085745,-1.20215165045
0,1.46453371213,-1.12963191191
0,-1.62567376372,-3.42496758762
1,0.380781331719,2.20720283072
1,-2.18907668286,3.03278908901
0,-0.741792127421,-0.353319060809
0,-1.89142520828,0.0271216255592
1,0.0326419893893,-1.079263978
0,-0.976884279766,-2.81131767698
1,0.909131551728,4.21353319821
0,-0.989599246934,-2.93413748362
1,-1.22335068363,2.55593815175
0,0.320733336429,-1.93894844497
0,-2.66660659886,1.77029113813
0,-5.9650248802,4.2224205417
0,-1.84837215528,0.178646364625
1,2.39238149656,0.322191111031
1,2.07973739352,0.905666985213
0,3.58617373647,3.79668998225
0,-0.114256094219,-4.01092244395
1,2.08985165313,3.54107052273
0,-0.354209513325,0.613572534046
0,2.85646287809,-1.26902936757
1,2.99841615973,3.84768533201
1,-2.4870101163,3.41617802507
0,-2.21670811677,-2.14008467342
0,-0.24879859868,-2.35050518626
0,5.13054616692,2.46272188833
0,-1.15973134948,0.907293146736
1,-0.106468381862,1.98345795897
0,3.11854157836,-0.711932693333
0,-0.0855748382627,-2.54906767638
1,0.830325282769,2.2062297583
0,-0.95165003798,0.25594995336
0,0.993710630594,-3.27356062897
0,-1.35892021324,0.442735184924
1,3.88983503185,1.71057868962
0,2.02177272996,-1.32097987368
1,3.65945390813,3.96215273638
1,1.36837423451,2.50766068002
1,-1.22642750237,4.11862556455
0,-1.15182581284,0.536215174126
1,4.19125272781,2.48171600774
1,3.48892699508,3.33678560721
1,-1.334810314,4.02215287888
1,0.530072548767,1.06187229926
1,1.18067266302,0.158292297511
1,2.57108693294,1.46477847412
1,2.18926111745,2.14834502312
1,-1.34900997552,2.48168907596
1,0.876400694678,1.86569596718
1,2.16727874054,4.94018408694
0,1.09318246111,-2.830103202
0,1.17478156119,-1.02216349453
0,3.79110892312,0.445938976068
1,0.919211634094,0.0540855407244
1,-0.291355583071,3.01860265949
0,-0.594486091115,-0.0951241986986
0,3.33880914135,1.03979313866
1,-1.34884141051,3.19159653393
1,0.0433701236189,2.72264602227
0,1.31657230082,-1.48627253723
0,2.01698659971,-0.395025094663
1,2.19210602594,4.42292914234
0,0.4740439336,2.84427357675
0,-2.9288436578,1.75699060037
0,1.03062518214,-4.47374420975
1,3.81340930022,4.5294607373
1,2.38053371207,-0.447529843434
1,-1.35049638506,3.68725948544
1,-3.12463223253,2.44562258087
1,2.13838349692,1.74044804199
1,3.16003273233,2.2445944348
1,2.48401158404,3.30814384095
1,1.13308121312,-1.16732871323
1,3.0409891182,4.25800894882
0,2.66223683036,-0.511084906606
0,-0.169915683214,-0.0413739109492
0,1.6237981223,-1.33283599483
1,0.525031776558,1.94498914415
0,-1.28222763091,-2.39444006893
0,3.14992556397,-0.074948054617
0,1.47838519687,-1.17359036797
0,2.1969151514,-1.27856904662
1,1.50665213519,4.99524545159
0,0.923315842669,0.447471419787
0,3.79290391278,0.285632653686
0,-0.224592355152,-2.17615846815
0,0.310701108157,-2.14975825606
1,3.20532785091,2.67347006132
0,-1.64571024589,1.57720374151
0,-0.491713531962,-0.100807470823
1,1.70992551114,2.52048542777
1,-1.81690303867,3.35615391199
1,0.295739167919,2.36250380625
0,-1.47296911918,0.423982199381
0,-2.99947120373,-2.29477527365
1,1.37038585795,1.90482530566
1,-3.75826953577,3.73859019373
0,2.81311428519,5.81882980394
0,2.99306711804,-1.00524560862
0,3.11102713851,-0.601447796755
0,3.54581339594,0.310527113459
1,2.61418265022,4.98381653296
1,0.119287005601,1.42714256465
0,-1.41987439723,-0.283420344249
1,3.82024649658,0.814542075653
1,1.95513849989,0.824639085845
1,1.99950244383,2.46741813063
1,3.12847873632,4.0947321391
0,2.99429829442,-1.6277544399
1,2.17532018899,3.36134304833
1,3.40650336539,2.84075113941
1,2.40573943942,4.05516396205
1,-0.789309163794,1.68517249989
1,1.90452201069,0.520281081607
0,1.53077239424,-1.87981324153
1,-0.465232429364,3.46975176522
0,3.34341096781,1.95390915045
0,3.11198200961,0.960135369343
1,3.54226498407,3.42278801463
0,3.50373418976,0.668383489785
0,3.16443738942,0.592805620524
1,0.641052771552,5.5747092623
1,2.27108538739,2.16409429645
0,0.762237415985,-0.769621604232
1,1.61602902759,2.15627417919
1,3.27063188144,2.55445390992
1,1.98901174476,3.79232392967
0,1.52427868983,-1.72852822313
0,2.50783876781,-0.0296377061026
0,2.2274409429,-0.694788869699
0,2.25824078378,-0.269964743611
0,-2.12584993892,3.86271561974
1,-1.11208856776,2.40838869189
0,2.74437676096,-0.682678402673
1,0.824556666209,6.76578129321
0,-3.15283374239,0.840561022198
1,1.65265970499,-2.28308539065
0,-1.0779521232,-4.77926951076
0,1.94798961511,-2.64100432289
1,-0.35023157658,3.2574186382
1,1.90937919178,3.02041127031
0,4.98955013777,1.34833278773
0,0.853061612704,-0.105558018752
1,4.36864887697,5.74883415439
1,-3.8991885289,2.39615374713
1,1.7088882881,2.96336619249
1,1.6920698888,1.83578914683
1,1.85770990433,-0.633725529505
0,-0.738420087127,-3.04823742971
1,2.04477649776,5.60521571623
1,2.79396862193,5.25404786112
1,1.87775172205,1.95294272121
0,3.19612283325,-0.269362485183
0,0.0711772307362,-0.572084365905
0,0.433700775776,-0.641469260663
0,3.99464240169,-0.281591849046
0,-0.652362200121,-0.475856317754
1,3.05313836489,1.64338276757
1,-0.703871050376,2.9269951547
0,-3.1114579084,0.392107618425
0,3.07453192916,0.322680425984
0,1.1221303377,-1.21536795363
0,2.6216415028,-0.190423020653
0,-1.01985077422,1.16273191879
0,5.21655665161,1.79206126041
1,-1.68706932991,2.8621005562
1,-2.57989471685,3.94190222055
0,-2.40816348416,-1.02257382784
1,0.931735714871,1.59669271929
0,2.67366045394,0.340864369726
0,-2.41847841461,4.19922379969
1,-0.415812966592,3.47273675628
1,-0.0208068363767,2.98758366827
0,-1.26988374374,1.13347807453
0,2.21146679319,-0.389062227866
0,-1.14294612593,0.327405897161
0,0.12886851111,-1.66910314508
0,1.35511081398,-0.300210982778
0,-1.82884902051,-2.34679358828
0,-0.545913298494,0.257539189554
1,2.80008702772,2.21059429136
0,2.75444287363,-0.222841889653
1,1.3989760003,5.8416881521
0,2.00654423424,-1.29432260772
0,-1.18639704701,-0.343126777889
1,2.47511652097,1.585775214
1,4.12567470958,-0.782908443459
1,3.76192492038,3.75552857699
0,2.68033946788,0.713609222308
1,-1.93397560599,3.93275448395
1,1.60841296462,3.97056796319
1,-1.85260940908,3.45434986904
0,5.67480935437,1.87124273612
1,3.23647758122,1.17709534013
0,3.56618145049,0.407407975309
1,-3.55905443783,4.02543052813
0,0.546803387857,-1.03828421734
1,2.30772126125,0.549017528051
1,-3.731751752,1.96232142684
0,2.74674799126,-0.884325059944
1,1.33975086948,1.2493072501
1,3.12538225008,3.76052181588
1,0.63304804661,1.50895764661
1,1.83766927197,-0.15545893685
1,-3.04427388621,3.67839529625
0,-0.261986049959,0.0728184280017
1,2.48242955388,-0.128184095364
0,-0.0223607590405,-1.7255776417
1,-0.967194933662,2.37728057367
0,4.35170671336,0.192810094847
1,2.42716451882,1.78462812103
1,-3.05484020645,2.73513696712
0,-0.541655169147,0.176829723205
1,-3.61807757163,4.02841947689
0,-2.6110411231,-1.46416283203
0,2.03729847302,-0.352177271286
0,1.96583278866,-0.736467096783
1,-0.747316946728,1.99530295634
0,4.0231519471,0.455342928017
0,2.45178440341,-1.79661819287
1,2.43984454707,0.505020193414
0,1.84857343803,-0.338789129553
1,1.63860543355,2.94732715909
1,0.463676734465,2.56674850978
0,3.33281821363,-0.762523463938
1,1.9169738039,1.67175429532
1,2.09837564496,4.46672465171
0,0.36837655623,-2.52399364871
0,1.3430578158,-2.11068619943
1,2.37805555484,4.7314422242
0,3.30738697644,0.166863911613
1,1.45630536989,3.02774530876
1,2.66566279765,-0.411173325528
1,-2.72571317518,2.05899591837
1,1.75654075654,3.07782924008
1,-0.0986620190789,2.23525696591
1,-1.16094199658,2.94701205257
0,1.62883321256,-1.96716576332
1,2.90897384111,1.58377235996
0,-1.83627484889,0.49570022874
0,-1.9372170815,0.0939235617746
1,-0.0648399951163,1.80150757115
0,3.80724632041,-0.194921463457
0,-3.517932603,-0.0677906335267
1,0.341957317135,2.25918707228
0,1.94039071844,-1.15626330621
0,0.949496292468,-2.48303236965
1,2.51042696731,4.24525746584
1,-0.92869697419,3.56908340188
0,-2.91998968469,-3.00452722798
0,-2.51587329005,-0.768282772956
0,0.928442474943,0.596179746498
1,1.64831907064,3.89997942053
1,1.39767931912,3.84517855856
1,3.13537327779,3.11535387302
0,1.83114213382,-1.15865713944
0,2.79726151159,-1.39801278405
1,1.65710911744,1.33925047925
0,2.87172566613,3.34220588728
0,0.362943812823,-2.13591720081
1,-2.27345621515,3.45207961202
0,0.358178723321,-0.600903799835
1,2.12100556202,-0.610091474267
1,1.33358851705,1.71424207433
0,2.29555960388,-2.02614541946
0,-1.14441047166,0.435790768769
1,-1.41131211453,2.64883063693
1,0.3992045865,1.96663918882
1,-0.554325458379,2.35807455079
1,-2.60191647934,3.02691247395
1,-2.69499902704,2.94108530079
0,2.46052170306,-1.31570377443
0,-1.49972626402,-1.3133474177
1,1.26385950078,1.16899817302
1,4.79174952109,0.023090506348
0,2.67501222437,-1.32917271605
0,0.0557242903144,0.529563199206
1,-3.13656085891,3.94378791304
0,2.7278716894,-0.439650106682
1,1.80561652474,3.00894535682
0,1.69722835043,4.07506460832
1,2.27725178136,0.912915693988
1,-1.48875504033,2.88685837193
0,3.15775146437,-0.913449184812
1,4.07600938153,3.6803309166
1,1.6155187729,0.431741533257
1,2.53553091647,4.60784200691
1,1.82610668595,5.42417885329
0,-0.344108693976,-1.83393920097
0,-0.416613329847,-2.49521513936
1,2.39674519237,3.81112752619
1,-2.23432860813,2.24963927238
0,2.42541263413,-0.0833660733933
1,-1.03890241473,0.629739111373
1,3.0628608381,2.46964176832
0,1.46697416632,-3.07267737387
0,0.427906419423,1.39016731975
0,-1.12411762206,-3.21607604972
0,2.51872555251,-1.7798827672
0,3.11618831122,-0.891487319094
0,2.16268910464,-2.38888577619
1,0.206865266043,2.64056860718
0,0.367049633003,-1.97453241153
0,2.70099406858,-1.04109447048
0,2.55797222649,-0.177859567925
0,2.51281704807,-1.45721509122
0,3.76410573251,-0.267300332003
1,3.05784178293,3.79403528664
0,-1.17003904371,-0.715544210734
1,-1.28881721826,1.62917613243
1,1.12681882829,2.44632475539
1,-1.5254767616,2.68934161095
0,3.50820957893,-1.34109733019
1,3.19116790588,0.809353063065
1,-3.4908703189,4.06930436702
0,0.342282619708,2.22804589311
1,-2.39416916274,2.16080378625
0,1.20792202232,-1.91481463013
0,2.89261010624,-0.675347565419
0,4.32547145986,0.105006429774
0,3.7695396594,-0.496174770406
0,3.00648591649,-0.22252018881
1,-1.16136462734,1.82798672055
1,2.31831896312,2.83217141404
0,-1.66119647886,0.905662436707
1,2.25327639415,7.19386446971
1,2.95264671589,3.09917943816
0,3.29706766199,-0.906850627919
0,-1.5970124571,1.66182382595
0,1.42764220259,-3.46061492495
0,4.17143572407,0.160411558811
1,-1.1418760271,3.0603291657
1,3.75521691913,2.79234393492
